section,sweep_param,sweep_value,sweep_label,param_B,value_B,cmro2_bias,cmro2_rel_bias,cmro2_mean,cmro2_std,R0_mean,pves_mean,pO2_abs_err,pO2_rel_err,spread
OAT,cmro2_true,1.0,1.00,,,0.1995822199004823,19.95822199004823,0.8004177800995177,1.5304851929062149,99.28332763860979,77.43447618062736,1.7971162358814654,3.0137149146597224,1.51510304177342
OAT,cmro2_true,1.5,1.50,,,0.10134546100399988,6.756364066933325,1.6013454610039999,1.678094533443364,99.00274106268365,77.4745741984853,3.7258920593896176,7.476619225843434,1.6612288336978296
OAT,cmro2_true,2.0,2.00,,,0.0790345104574075,3.951725522870375,2.0790345104574075,1.5994990654969587,99.0957766463222,76.9392793707009,3.744939617934416,9.479405337014613,1.5834232900002234
OAT,cmro2_true,2.5,2.50,,,0.04466860921176874,1.7867443684707496,2.5446686092117687,1.2635096053411015,99.21375091706335,79.94539676685555,0.16984894441577517,0.5862093623002175,1.2508106940434436
OAT,cmro2_true,3.0,3.00,,,0.9413537551901574,31.378458506338582,2.0586462448098426,1.4917786429745032,99.79081233360596,79.33140963843957,18.142601063256286,98.46320132069437,1.4767855122671523
OAT,R0_true,80.0,80,,,1.157757567511569,57.88787837557845,0.8422424324884311,1.421450820057949,79.9010100574809,81.81652892734647,14.381839303417806,24.875448240143896,1.4071645195806162
OAT,R0_true,90.0,90,,,0.6819919050496694,34.099595252483475,2.6819919050496694,1.2960584176325318,90.17670434295677,83.19099486790812,7.451202231019874,15.176243273721395,1.2830323742906178
OAT,R0_true,100.0,100,,,0.15795275962780275,7.897637981390138,2.1579527596278028,1.6478713220603662,100.32842675604425,80.18600460894925,3.4032284164429534,8.694759880798381,1.6313093808924168
OAT,R0_true,110.0,110,,,0.4637041240990851,23.185206204954255,2.463704124099085,1.3880646262654917,109.94043490715016,78.77500192114287,12.959682235925332,48.43534728952328,1.3741138739404997
OAT,R0_true,120.0,120,,,0.6555312340568296,32.77656170284148,1.3444687659431704,1.2972086290036842,120.07752760663423,81.9164230455241,22.86540508454855,167.44245581828866,1.2841710254550933
OAT,R0_true,130.0,130,,,0.8674527226579707,43.372636132898535,1.1325472773420293,1.3071467188160395,129.35616962466725,88.05925527405574,42.715904207215914,7804.295877396224,1.2940092324327936
OAT,obs_var,1.0,1,,,0.19712956336405152,9.856478168202576,1.8028704366359485,1.2976440383795402,98.88624271500503,82.70828720215617,7.689021257023363,19.587167238086906,1.2846020587462574
OAT,obs_var,25.0,5,,,0.07534717692853143,3.7673588464265717,1.9246528230714686,1.417993296273425,100.13979871130628,80.06757382523683,1.2859907242064559,3.2883074749017407,1.403741745660806
OAT,obs_var,100.0,10,,,0.15159312185032148,7.579656092516074,1.8484068781496785,1.4679147608375072,100.37589975827088,78.63322444675045,1.2990481499902176,3.3181402265725817,1.4531614742288426
OAT,obs_var,2500.0,50,,,0.21936757575969312,10.968378787984657,1.7806324242403069,1.324449480252041,100.50014099863388,78.591908239948,2.5554996971970305,6.482557233885161,1.3111380923553033
OAT,obs_var,10000.0,100,,,0.006646606943913058,0.3323303471956529,1.993353393056087,1.311736178466777,100.09474277033347,77.41758464705697,2.681472575792438,6.7457207790816955,1.2985525656902195
OAT,cmro2_var,5e-08,0.000224,,,0.00041988099729595163,0.02099404986479758,2.000419880997296,0.0007188239437444505,100.19937991193166,78.97724728534848,1.3727233787222337,3.470509031499316,0.0007115993991413417
OAT,cmro2_var,0.005,0.0707,,,0.040285055157622374,2.0142527578811187,2.0402850551576224,0.2339401616568752,98.4582689862391,84.98873445039875,5.615237282107451,14.276137601365285,0.23158894457923507
