section,sweep_param,sweep_value,sweep_label,param_B,value_B,signed_bias,cmro2_bias,cmro2_rel_bias,cmro2_mean,cmro2_std,R0_mean,pves_mean,pO2_abs_err,pO2_rel_err,spread
OAT,R0_std,6.0,6.0,,,-0.6565695646755052,0.6565695646755052,32.82847821736102,2.656569564675505,0.19848268703249705,92.7091673010639,79.61845594821531,3.8733783025588426,9.835092766178816,0.19748778008049953
OAT,R0_std,8.0,8.0,,,-0.5302019856569311,0.5302019856569311,26.510099269591503,2.530201985656931,0.20517738881178507,92.4070295867561,77.66132403833939,3.4277812668179424,8.620216418965317,0.20414892424606654
OAT,R0_std,10.0,10.0,,,-0.6931301873919309,0.6931301873919309,34.65650935226829,2.693130187391931,0.2708097160100012,90.64712500130678,77.89308024866713,3.7312624235884893,9.370638567178549,0.2694522652763626
OAT,R0_true,80.0,80,,,-0.42657935356051135,0.42657935356051135,21.32896766736108,2.4265793535605114,0.2046286849986146,77.56040816722064,79.6012186041035,2.9961621750443395,5.16514130239446,0.20360297084526943
OAT,R0_true,90.0,90,,,-0.2725314947811768,0.2725314947811768,13.62657473224555,2.2725314947811768,0.18854554227267628,88.5131589512021,79.04568498378255,3.2256461545248634,6.541616441536268,0.18760044588376804
OAT,R0_true,100.0,100,,,-0.4382850483411733,0.4382850483411733,21.91425240610154,2.4382850483411733,0.13341105861484628,96.0451005024065,79.24086963834668,5.067641335867822,12.909963740427036,0.13274232729286697
OAT,R0_true,110.0,110,,,-0.24619869662616845,0.24619869662616845,12.309934825153453,2.2461986966261684,0.10253672773448769,107.06279074789936,76.6989554356101,5.108964501850706,18.766320803676344,0.10202275593783716
OAT,R0_true,120.0,120,,,-0.22295739144527094,0.22295739144527094,11.14786956668961,2.222957391445271,0.07574491898822103,116.7495644900173,76.24320621554185,6.730519083475169,48.88098893206802,0.0753652428179386
OAT,cmro2_std,0.1,0.100,,,-0.3263606190401811,0.3263606190401811,16.31803094385004,2.326360619040181,0.09741361478465359,96.92158027622826,78.64600989018,4.465796423160538,11.310339134949476,0.09692532291387398
OAT,cmro2_std,0.325,0.325,,,-0.2762145718110496,0.2762145718110496,13.810728583647114,2.2762145718110496,0.1396150868114153,97.70842591174578,78.67036074320134,4.140247422822718,10.503669864364227,0.13891525740790833
OAT,cmro2_std,0.55,0.550,,,-0.4379636156010953,0.4379636156010953,21.898180769105675,2.4379636156010953,0.13439569778030477,96.06663167519015,79.24876531143869,5.053935693197238,12.875159416719569,0.13372203089258125
OAT,cmro2_std,0.775,0.775,,,-0.2719909233470825,0.2719909233470825,13.599546160554352,2.2719909233470825,0.1384036994760954,96.80817133692688,77.24686324963605,4.813834682105924,12.17992215157842,0.137709942227795
OAT,cmro2_std,1.0,1.000,,,-0.2492268513065281,0.2492268513065281,12.461342559095733,2.249226851306528,0.12351821860906562,97.34873485564951,77.30658083412774,4.728509909925893,11.944295291222677,0.12289907576980941
OAT,cmro2_true,1.0,1.00,,,-0.12197647408007795,0.12197647408007795,12.197647395810145,1.121976474080078,0.08737238909341465,98.35384634242318,79.41532948261806,2.1871939825782665,3.6557289638965615,0.08693442949793903
OAT,cmro2_true,1.5,1.50,,,-0.18664924685282958,0.18664924685282958,12.443283115226448,1.6866492468528296,0.13101789381271517,98.06353867839397,79.04758825413643,3.2252317918958058,6.5015323971148895,0.13036115837982076
